,0,Irony,Offensive,Emotion,Stress Score,Topics
64055,"over the course time modi will realise that jnu16 has costed them the long run gave push for young politically aware ✊ ,1",irony,not-offensive,optimism,245.42800947104502,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
124109,"icing the cake
varanasi loksabha seat against modi aap gives congress congress gives gives bsp bsp candidate joins bjp too much fun ,1",irony,not-offensive,joy,323.817704564114,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
45763,"please search narendra modis speech gujrat about comparison indian force soldiers with bussiness mans its show the real petrotisium bjp,1",irony,not-offensive,anger,391.9142576691039,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
47209,"sir you look like modi,0",irony,not-offensive,joy,302.71678547785706,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
9150,"
india launched 104 satellites one and now aiming for manned space mission this aspirational india aiming for the skies with modi govt
via namo app,0",irony,not-offensive,optimism,932.943700901353,"['science_&_technology', 'news_&_social_concern', 'business_&_entrepreneurs']"
137114,"cos headed gautam adani and anil ambani signed less than deals when the prominent businessmen accompanied modi his trips outside the country here compilation these agreements ‘beneficiaries’modi’sglobetrottingadaniambani,1",irony,not-offensive,joy,786.698288810893,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
6966,"think heavily relying the 30000 rupees given anil ambani modi for his scheme ,-1",non_irony,not-offensive,optimism,560.9419013940961,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
71824,"though murderer modis younger brother after all our ambassador saudi arabia wont tolerate these henious crime and good slap ,1",irony,offensive,anger,-108.85087614532601,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
91235,"modi provided bank account well lakh ,0",non_irony,not-offensive,sadness,53.163906701548996,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
63842,"madam think not indian now dont want proof shame shame think that time when life saved from rss party for money and power fighting with modi now only modi ,0",non_irony,not-offensive,anger,369.78713188686703,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
100523,"biopic producers reply notice yet respond ,0",irony,not-offensive,anger,260.050269647789,"['film_tv_&_video', 'celebrity_&_pop_culture', 'news_&_social_concern']"
90353,"not intolerant brohe said dont vote them isnt his right political party leader didnt modi call rld and bsp sharab today,1",non_irony,not-offensive,anger,366.56046327737624,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
128920,"bro chidambaram just mentioned that modi govt has done good job gdp growth and tax collection while decreasing tax rates last five years what you say this ,1",irony,not-offensive,optimism,113.177855100582,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
16534,"tulsi gabbard she needs asked about her links ultra rightwing modi and hindu nationalists india and ,0",non_irony,not-offensive,anger,383.478349858898,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
32010,"well all started pappu abusing modi daily and asking his minons call modi what ,0",irony,not-offensive,anger,225.68164892004893,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
95476,"whats the problem modi claims credit least has done some thing and then taking credit what has congress done looted the country assets unemployed youth went from 55l crores ,-1",non_irony,not-offensive,anger,26.86150706009393,"['news_&_social_concern', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
152617,"understand his struggle but the way against modi bhai tere tere father saath hua mulayam maya nehru ghandhi the tab political agenda saath govt piche pada ,0",non_irony,not-offensive,sadness,-178.24575952250095,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
1440,"modi from gujrat and fights from varanasi,0",non_irony,not-offensive,anger,65.378755684503,"['news_&_social_concern', 'sports', 'celebrity_&_pop_culture']"
101930,"please watch jis live with those who had missed please watch the uncut ,-1",non_irony,not-offensive,sadness,198.78654164267593,"['film_tv_&_video', 'celebrity_&_pop_culture', 'music']"
75414,"
isro drdo praise modi but remember who created them nehru thus for 1000 years whatever they make nehru should get the credit beep disgrace say foe danger ,0",non_irony,not-offensive,anger,42.14651114348293,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
94732,"congress blinded antimodi sentiment stopped thinking nations interest narendra modi ⚡article 35a ,0",non_irony,not-offensive,sadness,505.738802209632,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
37117,"not rahul gandhi fan but still not lier like modi,0",non_irony,not-offensive,anger,311.415250248209,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
106114,"making big diff villages upbihar aajtak intw ppl from rural areas they dont see any benefit modi govt thy are aware gud wrk thy only intrstd money freebies really sad bjp wasting time instead thy shud door2door campgn villages,-1",non_irony,not-offensive,sadness,359.6828452432113,"['news_&_social_concern', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
151785,"then why did modi choose two seats 2014 polls people large will reject their opinion,1",non_irony,not-offensive,anger,437.69227629317504,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
59977,"isro has been doing its best even since modi became its destruction institution what logic you know congress didnt give permission for the same technology get life man,1",non_irony,not-offensive,anger,1104.3618883908543,"['science_&_technology', 'news_&_social_concern', 'business_&_entrepreneurs']"
54085,"prime minister narendra modi today announced that india had joined the elite club space powers shooting down low earth orbit satellite with antisatellite missile asat india the fourth country have tested such antisatellite weapon ,-1",irony,not-offensive,joy,943.4039168689623,"['news_&_social_concern', 'science_&_technology', 'business_&_entrepreneurs']"
49062,"another lie from modi told media today that isro launched anti satellite missile which destroyed low orbit satellite but was bhai pappu who with his stupid talks overload the circuits satellite and burst into flames,-1",irony,offensive,anger,1113.3227312950917,"['news_&_social_concern', 'science_&_technology', 'diaries_&_daily_life']"
61015,"modi just informed the country about the sat test which bigger achievement than nuclear test this achievement nation not bjp alone,0",irony,not-offensive,optimism,310.0099393765791,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
89798,"akhilesh yadav modi’ ‘sarab’ remark people who peddle hate intoxicant don’ know the difference between sarab illusion and sharab alcohol sarab the hazy dream development modi has been trying sell since that didn’ work hes come with new mirage ,-1",non_irony,not-offensive,anger,136.67767601338394,"['news_&_social_concern', 'celebrity_&_pop_culture', 'fitness_&_health']"
64490,"about the political fuss modi clamming the success just for addressing means that even mangalyaan mission success should also claimed modi for just addressing not manmohan singh ,1",irony,not-offensive,anger,224.22329803233094,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
143959,"tulsi served the house foreign affairs cmte has met with leaders india including modi members the opposition party promote trade tourism information technology well defense counter terrorism ,-1",irony,not-offensive,optimism,931.5938188191986,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
75619,"why all idiots have modi supporters dude scientists achievements are being appreciated theatrics word for modis dramebaazi,-1",irony,offensive,anger,619.792929906455,"['news_&_social_concern', 'celebrity_&_pop_culture', 'science_&_technology']"
65076,"the media has made modi demon sadly pepedalling for despite many schemes this case study how media with agenda can change perceptions
sad despite good work eps pulverized and leader abused lord krishna one cares,1",irony,not-offensive,sadness,96.23824915975798,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
70671,"dont worry very critic modi believe ind doesnt deserve modiji  right now its not the time discuss  tell story young businessman took lac from mudra loan started business that guy campaigning for mayawati now ,1",non_irony,not-offensive,optimism,818.0587029739173,"['business_&_entrepreneurs', 'news_&_social_concern', 'celebrity_&_pop_culture']"
151528,"watching parmanu movie thank you ,0",irony,not-offensive,joy,5.024186755395004,"['film_tv_&_video', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
27315,"man like modi having courage and super thinking can better for the nation must cast our votes for the stable government,1",irony,not-offensive,optimism,101.44618088526089,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
40075,"sorry mem not use word gujarati only use shah and modi also again bjp but gujarati proud,1",irony,not-offensive,joy,-67.26734572426399,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
109877,"she needs visit the village adopted modi near varanasi,1",non_irony,not-offensive,joy,212.96805753129308,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
162960,"capture south will full swing between 2p192024 only condition modi forms government his own,1",non_irony,not-offensive,anger,346.72444989704604,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
141845,"will not able pick just the list big but above all the dedication and sincerity our beloved modi towards india stands out ,1",non_irony,not-offensive,optimism,638.0019163520121,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
61845,"modi always tells lies,0",irony,not-offensive,anger,120.51314278755702,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
131921,"swain will accept least thing that modi not corrupt does not need any proof corruption courts full cases their corruptions ीाी ाु ी ाा ा ीी ी ा े े । yrs modi without any scam good,1",non_irony,not-offensive,anger,393.1442993647871,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
69140,"this time super excited vote cause this very first time vote narendra modi sir being youth citizen the country extremely proud our indian army ofcourse you sir jai hind,1",irony,not-offensive,joy,1158.3390212980814,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
155935,"know why you are angry with narendra modi earlier you were eating shit the road mandya where children use shit road after namos swcha barath toilets all house children stop shiting outside hence you are hungry and angry,-1",non_irony,offensive,anger,117.59234625603193,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
39743,"plz ask him
the modus operandi behind loans vijay mallaya nirav modi etc how banks can overcome from such financial political interventions,-1",non_irony,not-offensive,optimism,510.22055836806396,"['business_&_entrepreneurs', 'news_&_social_concern', 'science_&_technology']"
52428,"has violated code conduct with mission shakti announcement ,0",irony,not-offensive,anger,244.42863434568702,"['news_&_social_concern', 'travel_&_adventure', 'diaries_&_daily_life']"
26109,"modi shah are sultans hypocrisy ananth kumar lifetime sangh bjp leaders family not given ticket which cadre wanted tejaswini ananth kumar ambarish lifetime congress jds leader who despised bjp all his life his wife forcefully given support sumalatha ,0",non_irony,not-offensive,anger,693.89848602185,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
18449,"modi prachar and columbus type escapades band honge wont power after 2019 half the fund raised right here,1",non_irony,not-offensive,anger,-173.00629103270506,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
71191,"hours after prime minister narendra modi announced the success mission shakti former drdo chief saraswat wednesday said had the erstwhile upa government given clearances india would have had antisatellite missile capability way back 201415 ,1",irony,not-offensive,optimism,627.2852883870273,"['news_&_social_concern', 'science_&_technology', 'business_&_entrepreneurs']"
77194,"talking against modi fashion day congress ruled for 65years took votes every after years did anyone asked them about roads rural areas sewage prob river waters economy garibi solving why mevani you are new knowledge indian history just shut ,1",non_irony,not-offensive,anger,92.07494439814697,"['news_&_social_concern', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
96591,"the real ,1",non_irony,not-offensive,optimism,-8.747153648584,"['diaries_&_daily_life', 'relationships', 'other_hobbies']"
43788,"waste news modi made himself laughing stuff hyping address nation really foolish even isro drdo could have just tweeted about ,0",irony,offensive,anger,195.37742573639414,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
48406,"india might not survive another five years modi pray for his win ,1",non_irony,not-offensive,optimism,554.4329648014461,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
91610,"hey sasta steve jobs didnt voted modi show his oratory skills,0",irony,not-offensive,anger,228.726751680788,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
112612,"congress spokesperson priyanka chaturvedi accused modi quietly squeezing funds meant for the mgnrega scheme and creating “rampant and unimaginable rural distress” ,0",irony,not-offensive,sadness,44.462923663222924,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
67530,"could you please provide with speeches where modi has said anything against minority where trying divide this country ,0",non_irony,not-offensive,anger,795.3636164344791,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
127710,"nsso report says narendra modi has ruined the country his strange strange decision ,-1",irony,not-offensive,sadness,110.29893951994602,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
91400,"this called vision for country move forward many nris will invest and improve job prospectsyouth will happy
bpl people gets minimum income have good food least
modi vision hate jumlas lies fake bigotry and self publicity,1",irony,not-offensive,anger,1082.0349416023328,"['news_&_social_concern', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
147273,"lmfao they cant even proof reading and they want change the government take chill pill
bura mano modi hai,0",non_irony,not-offensive,anger,-35.725142403404035,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
66865,"dear yogendra yadav you are very intellectual person but your intellect has been ruined your hatred for modi the point decision making 2012 congress didnt had courage and decision making capabilities like modi for the test,1",non_irony,offensive,anger,791.3856627712902,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
147249,"wow modi bjp rss have clearly cut the country into two sides popular independent thinkers please pick your side
vote save democracy
vote for our people
vote protect our rights ,1",non_irony,not-offensive,anger,393.5448109261432,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
110284,"yes thats good way lets report this pakhandi ,1",irony,not-offensive,anger,32.30860385763198,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
94860,"yaa thats but have never seen any bhakt questioning modi choosing him doesnt mean that should support him blindly,-1",non_irony,not-offensive,anger,223.32909635446092,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
44702,"narendra modi today 27th march while ago india achieved historic feat india today registered itself space powertill now countries the world america russia china had this achievement india the 4th country have achieved this feat ,0",irony,not-offensive,joy,1149.7094094475458,"['news_&_social_concern', 'science_&_technology', 'business_&_entrepreneurs']"
942,"“ narendra modi feels that film called narendra modi not having good quality acting both ironic and exhibit the mediocrity the acting talent outside indian politics” member the film production told the dependent
 ,1",irony,not-offensive,sadness,1189.9263698375175,"['film_tv_&_video', 'news_&_social_concern', 'celebrity_&_pop_culture']"
162869,"kerala bad days begin after modis ak201factory amati rahul gandhi run away with his potatoes now kerala people get gold from potatoes good luck kerala ,1",irony,not-offensive,sadness,-233.59671691438808,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
97923,"modi doesn’ win ’ sueing,1",non_irony,not-offensive,anger,240.21518146014796,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
92979,"are always with modi ,0",irony,not-offensive,optimism,82.244009924224,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
57828,"sir don’ insult modi country got jio university last years and modi govt could not even finalise national education policy thanks our highly competent hrd min ,1",irony,not-offensive,anger,814.4723227298383,"['news_&_social_concern', 'learning_&_educational', 'youth_&_student_life']"
158620,"shame use the name instigate anti modi propaganda ,-1",irony,not-offensive,anger,92.22418482875699,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
81904,"has busted the claims raj grows why are not created then means the claims are false,-1",non_irony,not-offensive,anger,-192.08219727804806,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
96535,"client uncle jabalpur voted for congress during assembly elections today when was like uncle bhee dhokha diya was like mpchatisgarh main bjp maja chakana tha bas magar center main vote modi jayega chahe kuch hojaye vote,1",non_irony,not-offensive,joy,-190.57952738629,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
119890,"oberoi excellent excellent actor billion times better than this generations actors made modi jis role realistic everyone should watch this movie know about our chowkidar,1",non_irony,not-offensive,joy,763.9077776972823,"['film_tv_&_video', 'celebrity_&_pop_culture', 'news_&_social_concern']"
120919,"modi best ever seen history india,1",non_irony,not-offensive,joy,320.898200821077,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
86749,"russia pakistan and china involved afghanistan destabilize nato and friendly countries clear evidence that pakistan betraying frontly via helping taliban funded and supported russia and china,1",irony,not-offensive,anger,411.0754521611042,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
118830,"think its high time people from every dept come out open ehoever supports modi time throw these morons place acting neutral filled with hatred,-1",irony,offensive,anger,638.4444098772655,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
154197,"what fear has modi faced less criticism your fose curtailed dont talk thru your hat,-1",non_irony,not-offensive,anger,231.6731095430101,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
39748,"uncle where were you when modi gave fake promises are you niti ayog chariman modi ayog chairman,-1",non_irony,not-offensive,anger,260.6500538084571,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
44885,"narendra modi deliver important message follow live updates republic world ,1",non_irony,not-offensive,optimism,208.92196097011893,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
118980,"chai love ❤️,1",non_irony,not-offensive,joy,97.68596399866402,"['diaries_&_daily_life', 'food_&_dining', 'family']"
144744,"exactly the same see check your back first the process tacking revenge modi you may lose jagan,1",non_irony,not-offensive,anger,-5.656491851418995,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
160131,"doesn’ have any right speak against modi any cost,1",non_irony,not-offensive,anger,13.749271083632015,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
21163,"this the reality your religion you can badmouth other people their religion but when someone gives you back you come your aukaat and dont need money from modi earn decent money doing private job request you the same,1",non_irony,not-offensive,anger,362.71127970248654,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
152867,"will forget taking name nirav modi media ,0",irony,not-offensive,anger,290.38035019558106,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
71962,"now understoodwhy always supported congress and gave anti modi statement proved again plan loot india together ,0",irony,not-offensive,anger,-98.58375664318307,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
31052,"hey bakwas band buss hogaya sunn sunn key where last copying modi abtho mind youre called promises,0",non_irony,not-offensive,anger,-106.58673009945299,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
27107,"know now modi goes pakistan uninvited have taste biryani 
,0",non_irony,not-offensive,anger,279.202543184956,"['news_&_social_concern', 'food_&_dining', 'travel_&_adventure']"
99932,"modi able make all possible ,1",non_irony,not-offensive,optimism,90.630047655881,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
140130,"debate provided modi has socalled spine,0",non_irony,not-offensive,anger,153.532863373178,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
110311,"modi govt hot waters ,1",non_irony,not-offensive,anger,77.489958167526,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
115556,"congress has repeatedly launched poor schemes for poor india for decades with years govt the excitement opportunities presented makes sometime worry but for secure and prosperous india  these opposition parties must defeated and brought zero ,-1",irony,not-offensive,sadness,430.937829595753,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
109556,"modi likely get clean chit over address country mission shakti via ,1",irony,not-offensive,optimism,495.5230761319191,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
143252,"will carry the genocide work modi future his facr index his mindset every andh bhakt potential rapist criminal,-1",non_irony,offensive,anger,714.0649277165111,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
107797,"please fix the technical issue that were facing rrb allahabad 500 payment deducted but still status shows failure last date has also come,-1",non_irony,not-offensive,anger,-38.405223493427954,"['business_&_entrepreneurs', 'diaries_&_daily_life', 'other_hobbies']"
107691,"modi kick off bjp’ odisha campaign from koraput district bhubaneswar news ,0",irony,not-offensive,joy,277.38637592023105,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
143228,"dude peakmodi wave bjp managed with congress and jds contesting alone
now with alliance and modi wave bjp can win max ,1",non_irony,not-offensive,optimism,-14.406260541767015,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
28968,"people under blind faith modi have really lost their minds that they dont understand that bpl people who have ways earning livelihood who lives raw houses eat one time even does not get eat for them support from govt being given tihadi,-1",non_irony,not-offensive,anger,579.5738515971451,"['news_&_social_concern', 'diaries_&_daily_life', 'food_&_dining']"
130548,"santosh kumar chaudhary all indian women who are scaling new heights making the country proud are chowkidars all the women the country pledge join modi this endeavour empowering women for empowered nation
via namo app,1",irony,not-offensive,optimism,120.3616635360839,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
13194,"shabana azmi prime minister narendra modi credit row javed akhtars name was mentioned mislead public via web team,0",irony,not-offensive,anger,261.8237579521661,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
74609,"one can love modi dislike him but can not ignore him such awesome personality,1",non_irony,not-offensive,joy,426.9375466717481,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
123621,"you all are worst than pakistani modi going win,-1",non_irony,not-offensive,anger,258.00005656245696,"['news_&_social_concern', 'celebrity_&_pop_culture', 'sports']"
20831,"hypocrite modiji cohabitates escape bank fraudsters – vijay mallya nirav modi mehul choksi and others who fled after looting ₹ lakh from our banks but opposes ₹6000month respite for poor @,-1",irony,not-offensive,anger,346.57830598796727,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
10437,"who will next ❓❓❓ like for retweet for ,0",non_irony,not-offensive,joy,171.62212519672798,"['diaries_&_daily_life', 'other_hobbies', 'news_&_social_concern']"
125384,"thats kind show stopper for the catastrophe that the modi government has been for this country,1",irony,not-offensive,anger,11.032559909861991,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
43720,"proude our scientist also government india modi sarkar ,0",irony,not-offensive,sadness,251.47711133047702,"['news_&_social_concern', 'science_&_technology', 'learning_&_educational']"
159010,"90000 thousand crore expenses not small amount where from bjp got donation such huge amounta big question mark bjp where from the party recovered such big amount will any citizens ask modi only sought modi modi,1",non_irony,not-offensive,anger,254.15460758709298,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
25665,"for those who are not aware there already land accquistion law force and many people keep using that the modis lab was just trying make things more opaque and give more power state ,1",non_irony,not-offensive,anger,-185.57693904165086,"['news_&_social_concern', 'science_&_technology', 'diaries_&_daily_life']"
116215,"optics modi smoke screen with equal dhimmis hindus what expect modi cull them,0",non_irony,not-offensive,anger,554.4072316582751,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
124129,"most them are from the azadi gang the award wapsi gang most them are communist most them are modi haters many them have made hate documentaries against modi there hatred towards modi well known not from now but from last 1415 years good luck them you,1",non_irony,not-offensive,anger,-342.7891802628086,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
110911,"joint team cbi london for nirav modi’ bail hearing today ,0",irony,not-offensive,sadness,320.1083124014321,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
126822,"with jobs vanished after 2014 its wonder that modi sarkar stopped the jobs survey labour ministry next time vote for qualified with competent cabinet educated expert team ,1",irony,not-offensive,sadness,527.2385333905634,"['news_&_social_concern', 'business_&_entrepreneurs', 'other_hobbies']"
83895,"modi led bjp legalised corruption election commission supreme court against ,0",irony,not-offensive,anger,488.75912974277816,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
7666,"modi’ 2019 campaign gets big boost swiss banks show india winning black money battle,1",irony,not-offensive,optimism,401.18396585217397,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
36365,"also the new governor the reserve bank india rbi shaktikanta das not economist training education team pgurus
,1",irony,not-offensive,anger,208.36526044578693,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
71676,"when would these congresi thugs will jail modi ala ala danda leke araa,-1",non_irony,not-offensive,anger,-28.89671385061895,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
126463,"how was shot down modi know you hate him but atleast speak with sense,-1",non_irony,not-offensive,anger,33.86972652454098,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
74223,"hurts opposition and gets some vote for modi
nothing wrong good game modi
waiting for trump card,-1",non_irony,not-offensive,anger,419.83694060516507,"['news_&_social_concern', 'celebrity_&_pop_culture', 'sports']"
1847,"common hindu citizen modi after being told that modi hindoo hriday samrat will fight against corruption ,-1",irony,not-offensive,anger,818.1215186591381,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
122293,"tdp minister slams modi for ignoring development andhra pradesh ,0",irony,not-offensive,anger,218.2700203873991,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
106676,"modi resolves kashmir crisis nehru should given credit because nehru created ,0",irony,not-offensive,optimism,383.1278863342732,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
16155,"lol media already discussing next cabinet modi govt ,1",irony,not-offensive,joy,297.2579675916651,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
141813,"checkoutcccchhhnnnddrrraa
,0",non_irony,not-offensive,joy,-92.897605817556,"['other_hobbies', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
87314,"one more thing they back army iaf for strikescongratulate them but demand proof from modi,1",irony,not-offensive,anger,86.54464724596896,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
84708,"bjp plays emotional game jawan death for modi popularity vote gathering tool
where forensic report attack site jawan bodies
why modi has respect remorse fire belly national pride control over security
question modi now …,-1",irony,not-offensive,anger,570.9672278154734,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
91530,"bjp loyal then ask bjp why the gst not implemented petroleumइन् and liquor ाु modi bhakt batao,1",non_irony,not-offensive,anger,-20.852006127143046,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
28495,"launch namo dth channels viz dish videocon permissible during model code conduct force expenditure incurred its airing which tends disseminate policies programmes modi sarkar wud included election expenses bjp ,0",irony,not-offensive,anger,1189.8643765056074,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
89818,"diggis affairs are well known everyone why they are concerned about modi jis wife josdabhen wants she can herself fights for her rights courts are open for her she doesnt need people like diggi fight for her who very conveniently remembers her elections,1",irony,not-offensive,anger,623.209154450871,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
139419,"per capita income average indians have gone which india taking here the thing all those who have experienced growth real income five years should vote for modi rest against him deal ,1",non_irony,not-offensive,anger,707.6799599793361,"['news_&_social_concern', 'business_&_entrepreneurs', 'diaries_&_daily_life']"
74928,"not just modi nehrus space programmes the foundation commendable well but the permission needs given the current ,0",non_irony,not-offensive,optimism,117.93450243128889,"['news_&_social_concern', 'science_&_technology', 'travel_&_adventure']"
129419,"respected sir young genration leye govt vacancies zda zda nikake thanq lot respected modi again,1",irony,not-offensive,joy,142.13607241898802,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
154418,"had strong like this could not have happened,1",non_irony,not-offensive,optimism,45.854541157344954,"['diaries_&_daily_life', 'relationships', 'sports']"
99330,"highest growth lowest inflation under modi govt
,0",irony,not-offensive,sadness,292.16020073495406,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
6921,"
from women development womenled development under modi government via namo app jai via mynt,0",non_irony,not-offensive,optimism,0.9584158758639809,"['news_&_social_concern', 'diaries_&_daily_life', 'learning_&_educational']"
