,0,Irony,Offensive,Emotion,Stress Score,Topics
11173,Heading to Putrajaya\u002c may Allah bless along the way! ,non_irony,not-offensive,optimism,-262.918756588589,"['travel_&_adventure', 'diaries_&_daily_life', 'arts_&_culture']"
30158,@user  Hey\u002c Joe.  Proud Browns fan wishing you guys luck this Sunday. ,irony,not-offensive,joy,116.909878725423,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
10538,Also started my 2nd game to juggle alongside Dark Souls for the channel first 2 parts will be up tomorrow morning also 3 dark souls parts ,non_irony,not-offensive,joy,-184.43086105500808,"['gaming', 'film_tv_&_video', 'diaries_&_daily_life']"
10310,crap i meant to let #oomf use my microsoft office thing for their computer today...well he'll get it one weekend when we both in town! ,irony,not-offensive,sadness,470.0360667252671,"['science_&_technology', 'diaries_&_daily_life', 'learning_&_educational']"
29497,"I've got two tickets to Iron Maiden, baby, come with me Friday don't say ""maybe"" Cause I'm just a teenage dirtbag baby like you. ",non_irony,offensive,joy,271.1691187548401,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
21489,@user Hey! Are you going to Noel Fielding with us on Friday? ,non_irony,not-offensive,joy,354.6800215244801,"['sports', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
34365,Hearts throbbing\u002c might not make it to my 21st... #SIKE! Better watch out world\u002c Courtney\u2019s here & no ones stopping me. ,non_irony,not-offensive,anger,159.55405500699598,"['diaries_&_daily_life', 'relationships', 'celebrity_&_pop_culture']"
34496,The Women\u2019s Volleyball team will be playing in the Semi-Final Playoff game tomorrow at 7pm against Johnson and Wales University. ,irony,not-offensive,joy,204.548367378218,"['sports', 'gaming', 'news_&_social_concern']"
20250,"Peter Capaldi states the BBC has no substitute, well what's Channel 4 you selfish parasite ",irony,offensive,anger,10.999016879969037,"['film_tv_&_video', 'news_&_social_concern', 'celebrity_&_pop_culture']"
14214,"@user Jay Bruce on the first pitch from Tim Byrdak in the bottom of the 9th September 28, 2010 vs. Astros to win 3-2!"" ",irony,not-offensive,joy,395.8939320484601,"['sports', 'news_&_social_concern', 'gaming']"
10684,"Sadly the fair at Splash Dance on Sunday has been cancelled due to flooding, but you can still get your fix of... 
#timesofindia .neymarjr may make Barca return against Malaga: Coach via TOISportsNews 
@user May be you are unfit for Swachh Bharat 
Hopefully Ice Cube get enough money from Barbershop 3 , Ride Along 2 &amp; S.O.C to make the Last 'Friday' movie."" ",irony,not-offensive,sadness,-68.51815636877885,"['sports', 'news_&_social_concern', 'film_tv_&_video']"
31854,"@user @user @user And Madonna didn't beg for shit. Her album may not have hit, but she's selling out a tour ",irony,offensive,anger,45.74187237296901,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
35506,In case you were unawares\u002c Dwight Howard is absolutely going HAM in LA right now. Like WOW. It\u2019s only the 3rd Q. ,non_irony,not-offensive,joy,256.621420462077,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
17682,happily living my love life with Muhammad Ali on every 13th ,irony,not-offensive,joy,421.9290657750541,"['relationships', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
16422,"Best attitude for living: \""My Pain may be the Reason for Somebody\u2019s Laugh\u002c But My Laugh Must Never Be the Reason For Somebody\u2019s Pain. ",irony,not-offensive,optimism,119.27819497294496,"['diaries_&_daily_life', 'relationships', 'other_hobbies']"
19921,"Visual effects work done with ""Image Engine"" for the 5th season of Game of Thrones ",irony,not-offensive,joy,87.74414990533397,"['film_tv_&_video', 'arts_&_culture', 'gaming']"
31521,@user @user Toxic deserve 16th place and a season of turmoil in the boardroom plus Kane's struggles on the pitch #happydays ,irony,not-offensive,sadness,-54.58940564884503,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
33109,"@user If Christians spent HALF as muc, no 1/4th as much time on abuse as they do on gay people we'd make PROGRESS!"" ",irony,not-offensive,anger,-55.87475811486801,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
22118,War criminal Tony Blair backs war like the big war mongering monster he is ,irony,offensive,anger,327.20047245778807,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
15234,Chuck Norris was born of the Greek gods Ares and Hermes in a grand session of buttsecks that may never be equaled. ,irony,not-offensive,anger,-153.44512043776498,"['celebrity_&_pop_culture', 'arts_&_culture', 'film_tv_&_video']"
4002,@user oh\u002c it is\u002c tomorrow is Jason Wu fashion show!! You would LOVE! ,irony,not-offensive,joy,199.36493496165193,"['fashion_&_style', 'celebrity_&_pop_culture', 'news_&_social_concern']"
14435,Testing time fr CONGress frm Tomorrow\u002c #Ramdev at Ramlila Maidan Delhi as He braces up to catch the Rapacious Bull by the Horn. @user ,irony,not-offensive,optimism,75.61242091972602,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
28892,Come through the parking garage on 14th and Curtis ,irony,not-offensive,joy,-25.729517244908013,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
7738,"So happy with Saturday's result. 3 points against Atleti, Negredo not risked, now 2nd on the table. Lovely. ",irony,not-offensive,joy,203.84618370982096,"['sports', 'gaming', 'news_&_social_concern']"
26976,Definitely going to dunkin donuts tomorrow morning ,irony,not-offensive,joy,334.39972649987317,"['food_&_dining', 'diaries_&_daily_life', 'family']"
25804,George Clooney may cast \u2019Artist\u2019 star Jean Dujardin in his next film \u2019The Monuments Men\u2019 . US Army team chases down art stolen by the Nazi\u2019s ,irony,not-offensive,joy,27.740751490692002,"['film_tv_&_video', 'news_&_social_concern', 'celebrity_&_pop_culture']"
31454,The sound of Sunday with Michael Jackson - Blood On The Dancefloor #webradio #internetradio ,non_irony,not-offensive,joy,116.38170245252002,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
18908,Been to the #Woking Remembrance Service - now out delivering in support of @user for Thursday's Police and Crime Commissioner election ,irony,not-offensive,optimism,671.0779641787893,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
26678,Kris Bryant just hit the furthest home run I may have ever seen in my life ,irony,not-offensive,joy,172.156112609478,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
3512,Where's a good place in Studio City/LA to watch Monday Night Football tonight? Lemme know! ,non_irony,not-offensive,joy,215.04415213310398,"['sports', 'film_tv_&_video', 'diaries_&_daily_life']"
14672,"I liked a @user video WWE RAW, Brock Lesnar and Paul Heyman addressed the ending of SummerSlam, Aug 24, ",irony,not-offensive,joy,-80.8684423783371,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
27119,@user he may or may not be my boss... well he shipped me off to another team lol... Pretty similar to Josh Hamilton. #2g1ball ,irony,not-offensive,joy,145.41430319322,"['sports', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
33110,Fourcade loses his 3rd fumble of the day and Curtis recovers at the Rummel 28.  Curtis back in business ,irony,not-offensive,sadness,168.93868844053998,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
7580,Lamb of God is coming to town on the 12th!!!!!!!!!!!!!!!! #omg I\u2019m soooo excited XD I can\u2019t wait to get into the pit and go crazy! \m/ ,non_irony,not-offensive,joy,258.963534184869,"['other_hobbies', 'diaries_&_daily_life', 'arts_&_culture']"
26835,When you work all day and get an email saying you have won Meet and Greet tickets to @user for Sat Aug 15 at MetLife #BigRevivalTour ,irony,not-offensive,joy,31.684521162195978,"['travel_&_adventure', 'film_tv_&_video', 'diaries_&_daily_life']"
3912,#McIlroy had a strong start in Thursday\u2019s opening round of the Honda Classic\u002c but the No 2 was upstaged by US Ryder Cup captain #Love III. ,non_irony,not-offensive,joy,-181.55117182284405,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
8825,@user   Never believe the state / BBC - I think you may be coming to the conclusion the BBC are not trustworthy. ,irony,not-offensive,anger,196.02874516307293,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
20130,There is going hard and than there is Kendrick in Black Friday. ,irony,not-offensive,anger,313.0145854643861,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
12656,I hope I get to meet Carmelo Anthony tomorrow at the Knicks Rally #Hopeful ,irony,not-offensive,joy,-84.74302827411101,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
6629,Off to watch The Runaways for the 20th time ,irony,not-offensive,joy,-49.561790926249,"['film_tv_&_video', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
14560,Just had our meeting with Angie and George from Big Brother... We all getting excited about Saturday night we... ,irony,not-offensive,joy,449.689443012568,"['film_tv_&_video', 'diaries_&_daily_life', 'relationships']"
5120,@user @user @user or something that ends in a 3 lmfao time to dream about JR! i\u2019m gonna run in the street tomorrow ,non_irony,not-offensive,joy,48.531456355338996,"['diaries_&_daily_life', 'other_hobbies', 'relationships']"
18742,@user what's up with Saturday I know watching Hulk Hogan's cartoons from the 80s rotflmao ,irony,not-offensive,anger,-167.80390584582796,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
4084,@user @user @user @user And the Constitution says that SCOTUS decides what is constitutional.  We may not agree. ,irony,not-offensive,anger,235.73485369026506,"['news_&_social_concern', 'diaries_&_daily_life', 'sports']"
8929,#YakubHanged Congi liberals who are whining Kalam would have pardoned Yakub should have supported Kalam's 2nd term. Why all the drama now? ,irony,not-offensive,anger,-401.58936806566595,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
2696,"@user --and would prefer unification (again, may just be my family) but none of them seem to support the IRA's tactics."" ",irony,not-offensive,anger,248.924990678283,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
16297,Enjoy your Sunday; on this Veteran Day take a moment to thank any and all active &amp; veterans who served in the military. @user ,non_irony,not-offensive,joy,-197.8968770526809,"['news_&_social_concern', 'diaries_&_daily_life', 'family']"
11388,"crazy, the list keep growing.... Sep 5th bdays @user @user John Cage, Werner Herzog, Jonathan Kozol and Freddie Mercury ",irony,not-offensive,joy,32.77635870059495,"['celebrity_&_pop_culture', 'music', 'news_&_social_concern']"
14745,Good to see some of you at the Great Yorkshire Show last Tuesday #yorkshire hour ,irony,not-offensive,joy,-14.973459762645987,"['celebrity_&_pop_culture', 'music', 'diaries_&_daily_life']"
30892,New studies about Monsanto's lies. #BanGMO #StopDarkAct #GrowOrganic #BanPesticides #BanGlyphosate #BanRoundup ,irony,not-offensive,anger,-37.98657067037497,"['news_&_social_concern', 'science_&_technology', 'business_&_entrepreneurs']"
29773,"is Kendrick Lamar on course to be the 1st artist to top p4k's ""song of the year"" ""music vid of the year"" and ""album of the year""? good if so ",non_irony,not-offensive,joy,413.8733437770122,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
7038,@user Real Madrid can eat a bag of dicks. Don't want to go through all of this again in Jan. Hopefully he doesn't either. ,irony,offensive,anger,113.18639829282198,"['sports', 'news_&_social_concern', 'diaries_&_daily_life']"
34120,"HD clip of @user knocking \""""Southbound Pachyderm\"""" out with valor at @user Tuesday night. cc @user - 
When Donald Trump called undocumented immigrants criminals and rapists he may have actually meant Christopher Columbus. The original. 
Wondering if after SC turning down Yakub's appeal tomorrow  he would again petition  the President again ,  and this  to go on and on and  !"" ",irony,not-offensive,anger,708.6556047977583,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
2765,"Heather Mills has 'nothing nice to say' about ex Paul McCartney: Marilyn MalaraLONDON, July 20... #teamfollowback ",irony,not-offensive,anger,-36.187459383847035,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
24164,Sunday Cinema | Paul McCartney &amp; David Gilmour - Paul McCartney continues to stay Out There as the former member o... ,non_irony,not-offensive,joy,-60.50187455217498,"['music', 'film_tv_&_video', 'celebrity_&_pop_culture']"
24043,"@user Muslims will take the """"5th"""" on that one."" ",irony,not-offensive,anger,282.12000859724407,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
23436,"Couldn't hang on to stay up and watch 3rd set but it was nice to see Serena beat Venus. What a resilient, tough player Venus is, tho. ",irony,not-offensive,joy,-19.224556526528072,"['sports', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
13304,Photo: July 21st: Karlie Kloss and Cara Delevingne at the Paper Towns premiere in New York City ,irony,not-offensive,joy,178.44807178210502,"['film_tv_&_video', 'celebrity_&_pop_culture', 'arts_&_culture']"
25622,Gana fucking 3rd wheel with my younger cousin &amp; his gf to go see Paper Towns (''': ,non_irony,offensive,joy,112.72027440618297,"['diaries_&_daily_life', 'family', 'relationships']"
31074,Roman Reigns and Dean Ambrose vs Bray Wyatt and Luke Harper RT: if you wanna see it monday on #RAW  FAV: if you wanna see it at #SummerSlam ,non_irony,not-offensive,joy,-267.66939997321407,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
18121,@user @user  Fear among Muslims may be plausible yet unwarranted... But Dalits are becoming the biggest supporters of modi. ,irony,not-offensive,optimism,188.97532989029096,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
20294,Bj Penn\u002c Shogun\u002c Nick Diaz and Swick fighting on the same card...should be PPV but its on Fox?? Dec. 8th cant wait . ,irony,not-offensive,joy,375.520900545079,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
15692,"The 'Spectre' theme song will be released tomorrow, and we finally know who's singing it: Sam Smith!  
My mommy daughter date to Carrie Underwood! Shelli went too with her friend! My 5th time s @ Maverik Center 
So @user erases Hulk Hogan from their site, but Jimmy Snuka is charged with 3rd-degree murder and his profile remains? ",irony,not-offensive,sadness,1056.8893970291983,"['music', 'celebrity_&_pop_culture', 'sports']"
9699,Federer defeats Kohlschreiber 6-3 6-4 6-4 to go through to the 4th Round @user ,irony,not-offensive,joy,36.82141651215501,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
35671,@user I'm going 2 be posting a tutorial that you asked me 2 do weeks ago in Minecraft. Take a look tomorrow &amp; sorry for the delay ,irony,not-offensive,sadness,-13.744548320296943,"['gaming', 'diaries_&_daily_life', 'news_&_social_concern']"
30710,Sebastian's going to be hanging out with Shawn in October.. They better take lots of pictures together ,irony,not-offensive,joy,319.003794954317,"['diaries_&_daily_life', 'relationships', 'celebrity_&_pop_culture']"
21482,So pumped for no school tomorrow and sleeping in and even more excited for the hooch Tennessee here I come!! ,irony,not-offensive,joy,21.877742472091,"['diaries_&_daily_life', 'youth_&_student_life', 'learning_&_educational']"
2851,"Hey, did you know National Ice Cream Day is Sunday, July 19th? Make sure you take a moment to enjoy a scoop of your favorite flavor! #YUM ",non_irony,not-offensive,joy,-108.74822656609997,"['food_&_dining', 'news_&_social_concern', 'diaries_&_daily_life']"
24653,@user if you radical Christians get your way the time may come when you're the minority. Your desire could result in death. ,irony,not-offensive,anger,571.943605140473,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
36174,I'm going to Paul McCartney!  2nd time in two years! ,irony,not-offensive,joy,102.20885769880199,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
33242,Monday: Mercia Monday  Tuesday: Disney takeover day Wednesday: Crazy hair&amp;sock day(activity day) Thursday: Halloween day  Friday: Spirit day ,irony,not-offensive,joy,15.18938878157202,"['film_tv_&_video', 'diaries_&_daily_life', 'fashion_&_style']"
15836,Another 4 hours of Science tomorrow before I'm at my grandma's for three days and KWVR for the HST and Standard 4 on Saturday! #WeekendPlans ,irony,not-offensive,joy,-549.909180251657,"['diaries_&_daily_life', 'youth_&_student_life', 'learning_&_educational']"
20520,Does Barca's transfer ban expire after tonight or on the last day of december? ,irony,not-offensive,sadness,-162.62857064611808,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
15583,I may or may not have purchased the Kim Kardashian emojis.... #idid ,irony,not-offensive,joy,235.46260770012498,"['celebrity_&_pop_culture', 'fashion_&_style', 'diaries_&_daily_life']"
13929,I want to see a live performance of Nirvana playing Jesus doesn't want me for a sun beam where Chris Noveselic does an accordion solo ,irony,not-offensive,joy,-49.87184257654706,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
6167,1st take talkin about the Boys need a leader of men for head coach\u002c which I agree on. Lets just give Ray Lewis the coaching job lol ,irony,not-offensive,optimism,27.129045786280997,"['sports', 'news_&_social_concern', 'youth_&_student_life']"
22811,#Baadshaho to release on 26th Jan 17 Directed by Milan lutharia Starring @user if you excited ,non_irony,not-offensive,joy,156.60423835835198,"['film_tv_&_video', 'celebrity_&_pop_culture', 'arts_&_culture']"
16825,"Come try #ringette for FREE Sat Sept 12, 11-12 @ the Prince George Coliseum. Info at 
@user David Beckham, May I ask you to check my Profile? Because There's a Limited Secret to 1500.000 Coins FIFA 15 
Les is back in Haltwhistle tomorrow at the Partnership Office, feel free to call in for a cuppa &amp; a chat about your business 10-4pm"" ",non_irony,not-offensive,joy,755.2737554254871,"['sports', 'business_&_entrepreneurs', 'gaming']"
26623,Wayne is on his 4th single w/ Carter IV already & still no album drop.. Sounds to me like he's searching for hits but hasn't found one yet ,irony,not-offensive,sadness,208.49716233955797,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
33678,"The coolest guy in the room ... Frank Gifford ... Monday night football will always be Howard Cosell, Don Meredith and Frank #RIP16 ",non_irony,not-offensive,joy,142.61072555586594,"['sports', 'celebrity_&_pop_culture', 'film_tv_&_video']"
8619,@user u have to always check airline...Airasia just ended..next promo i think in december..when u plan to go? ,non_irony,not-offensive,anger,377.495554381288,"['travel_&_adventure', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
35381,@user November 4th at Constitution Hall & idk I guess she\u2019s out lolol ,non_irony,not-offensive,joy,112.21059705898107,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
35068,Hanging with oomf tomorrow then Saturday after I get off work (; ,non_irony,not-offensive,joy,-64.25961666338398,"['diaries_&_daily_life', 'relationships', 'other_hobbies']"
25605,"Some good news some of the time: teenager finds pics of Nirvana's first gig, world rejoices 
RT @user The brilliant Drew Westen offers a great critique of the Obama presidency: 
I bought Kesha's debut album for $7 in 9th grade and thought I would regret it. Now I'm almost 20 and still inappropriately dancing to it. 
I may never know your reasons why, but someday I'm going to see the good in your goodbye - Jason Aldean"" ",irony,not-offensive,joy,820.921147059318,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
33111,Wow Nas is replacing Snoop Dogg @user tomorrow. Hell of a get on one day's notice. ,irony,not-offensive,joy,72.01452774445902,"['celebrity_&_pop_culture', 'music', 'news_&_social_concern']"
34901,Kendrick Lamar became the 2nd most nominated artist at #GRAMMYs in a single night(11). The 1st one is Michael J.(12) ,irony,not-offensive,joy,253.72868706951,"['celebrity_&_pop_culture', 'music', 'film_tv_&_video']"
5379,@user I'd buy the next iPad if they had Fassbender give the keynote tomorrow. ,irony,not-offensive,optimism,110.79474480343401,"['science_&_technology', 'news_&_social_concern', 'business_&_entrepreneurs']"
11740,ARRIVAL of ship: ARABIAN TAHR Port: ABU DHABI Time: Nov 2 2012 6:11AM (UTC) (Time of arrival/departure is the time the vessel app... ,non_irony,not-offensive,joy,462.88401344304503,"['travel_&_adventure', 'news_&_social_concern', 'diaries_&_daily_life']"
26355,@user 1st love the icon. 2ndly I kno ure in the Bad Blood MV but even TS voted 4 someone else! #WorthItVMA ,irony,not-offensive,joy,15.480279940454963,"['film_tv_&_video', 'celebrity_&_pop_culture', 'music']"
29956,If someone has connections at the **** **** hotel Saturday can you please get me and two friends in to see Shawn :( ,non_irony,not-offensive,sadness,35.54232568475407,"['travel_&_adventure', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
4360,@user Can't wait to see David Wright tomorrow.  Take it easy David.  We want you around.  Welcome back. ,irony,not-offensive,joy,148.16471797619096,"['celebrity_&_pop_culture', 'music', 'relationships']"
5506,"Remember Saturday night Daylight Saving Time ends, set your clocks back one hour before you head to bed! 
How powerful music is...Kendrick released Alright and it was used/sang in a march by demonstrators! Cassper... 
@user The PM or anyone in the world may say that Islam has nothing to do with terrorism but can u honestly accept it ur self ? 
Opening up on the promotional trail for the film on Friday in Sydney, Ice Cube told Daily Mail Australia that he feels both men were"" ",irony,not-offensive,anger,732.712138705614,"['news_&_social_concern', 'music', 'celebrity_&_pop_culture']"
27393,WWE's 12 Rounds 3 Lockdown with Dean Ambrose may actually be a decent movie ........... maybe. #WWE ,irony,not-offensive,joy,88.67199774945601,"['film_tv_&_video', 'sports', 'celebrity_&_pop_culture']"
35398,Can\u2019t wait to see how wk 3 of the Safe House sermon will be broken down. This Sunday is Kanye\u2019s verse.  My Pastor keeps it real @user ,irony,not-offensive,optimism,29.153409713653005,"['news_&_social_concern', 'music', 'celebrity_&_pop_culture']"
27852,How the Apple Watch may have saved this man's life ,irony,not-offensive,sadness,-8.912813868943983,"['business_&_entrepreneurs', 'science_&_technology', 'other_hobbies']"
17984,Super bummed to find out that WPPI is the same time as our kids\u2019 spring break. Why is it in March this time?! @user #fb ,irony,not-offensive,sadness,672.781703663267,"['diaries_&_daily_life', 'travel_&_adventure', 'relationships']"
17497,Taiwan court extends ex-leader\u2019s jail term - TAIPEI: Taiwan\u2019s high court said Friday it has extended ex-leader Chen ... ,irony,not-offensive,sadness,318.7909212787911,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
32247,@user Hey\u002c what time are we suppose to be at school on Monday and what time will it end? ,irony,not-offensive,anger,23.992531781003013,"['learning_&_educational', 'youth_&_student_life', 'diaries_&_daily_life']"
1558,David de Gea to Real Madrid: Everything you need to know on monday night about Man Ut ,irony,not-offensive,joy,1.0337549666949877,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
22742,"Ant-Man felt like the 1st IronMan movie 2 me. That's good. It did feel like 2 films grafted onto each other. Not as good, but not bad either ",irony,not-offensive,joy,301.75410513195004,"['film_tv_&_video', 'celebrity_&_pop_culture', 'sports']"
28031,"@user that's all fine and dandy but friday, while at the local mosque for Eid. I was told by muslims to wear one out of respect"" ",irony,not-offensive,optimism,92.99508101423498,"['arts_&_culture', 'diaries_&_daily_life', 'family']"
817,Going to see Amy schumer in Nashville tonight. But don't worry I got your epl plays over on @user ,irony,not-offensive,joy,210.42839681843006,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
11576,Make a lasting impression on the first day of class tomorrow: walk in with a boom box blaring Public Service Announcement by Jay-Z ,irony,not-offensive,joy,367.295525046701,"['diaries_&_daily_life', 'youth_&_student_life', 'music']"
4819,Haven't read To Kill a Mockingbird in years. That may be a good thing for when I read Go Set a Watchman. Might make it less heartbreaking. ,irony,not-offensive,sadness,174.374162618569,"['arts_&_culture', 'diaries_&_daily_life', 'film_tv_&_video']"
4617,Get to know Amy Lee! Want to know more about Evanescence\u2019s leading lady Amy Lee? Amy sat down to answer some of... ,non_irony,not-offensive,joy,-324.320660824364,"['celebrity_&_pop_culture', 'film_tv_&_video', 'music']"
19792,M/T arliehartman: b10w john played a song with the Foo Fighters on Thursday night. It was great! ,irony,not-offensive,joy,-9.745141199639972,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
22452,"Obama gets Iran victory, TABOR gets another black eye, &amp; Rick Perry prepares for the end. #copolitics #copols #coleg ",irony,not-offensive,anger,98.51492958273109,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
24875,Clearly RWs fault. Super stoked for Monday\u2019s radio programming and the shit storm about how Matt Flynn doesn\u2019t fumble that ball. ,irony,offensive,anger,-228.89231148311302,"['sports', 'film_tv_&_video', 'news_&_social_concern']"
29993,Hey Xyrielians! :) Don't forget to watch wansapanataym tomorrow TITLE: Beauty is the Beast! :)  HeadAdmin ,non_irony,not-offensive,joy,-76.18367899099303,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
30916,On Saturday the makers of Sharknado bring you Police Academy: Lavarantula #Sharknado3 ,irony,not-offensive,joy,-361.28975176162294,"['film_tv_&_video', 'celebrity_&_pop_culture', 'arts_&_culture']"
10487,All I really want is to Eric church to play Carolina on Friday ,irony,not-offensive,joy,109.78445802418705,"['sports', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
6155,@user bro you all confirm going to see JLin tomorrow ? ,irony,not-offensive,joy,158.822696640097,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
27433,Feed Fournette and win @user Y'all gonna like tomorrow's game preview. Except the part where LSU needs to run the ball ,irony,not-offensive,joy,-88.81953282725598,"['sports', 'celebrity_&_pop_culture', 'gaming']"
10248,22minutes until the Sharknado hits for the 3rd time. Oh Hell No!!!! #sharknado3 #Syfy #Toledo #BBN ,irony,not-offensive,anger,94.78563090677407,"['film_tv_&_video', 'sports', 'diaries_&_daily_life']"
28042,@user Don't forget that VP Joe Biden may enter the 2016 Dem Presidential Race &amp; could beat her for the Nomination! ,irony,not-offensive,optimism,100.51023479119301,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
32705,If I don't go to school tomorrow then it's Carters fault #TurnUpWithCarter ,irony,not-offensive,anger,27.228318428636996,"['diaries_&_daily_life', 'youth_&_student_life', 'learning_&_educational']"
28164,Join us at The Donkey Show at Adrienne Arsht Center for the Performing Arts THIS Friday! SAVE $5 OFF tickets to... ,non_irony,not-offensive,joy,233.88773455442302,"['arts_&_culture', 'news_&_social_concern', 'music']"
27692,"Bella Thorne is at Disneyland and I'm going the tomorrow not today, wtf. ",irony,offensive,anger,22.157335544198993,"['diaries_&_daily_life', 'travel_&_adventure', 'film_tv_&_video']"
33029,This nigga in Friday look like the guy who played Ice Cube in Straight Outta Compton ,irony,offensive,joy,412.3029548417303,"['celebrity_&_pop_culture', 'music', 'film_tv_&_video']"
5540,"@user NOT!!! Hopefully Big Brother will kick you,Vanessa, Liz and Julia out before Thurs cause you all have plans to split the money!"" ",irony,not-offensive,anger,234.01067261447812,"['business_&_entrepreneurs', 'film_tv_&_video', 'diaries_&_daily_life']"
631,"@user good point, I'd do that but I already wasted a dang RB spot with Asiata on Thursday lol."" ",non_irony,not-offensive,joy,-60.522786398604005,"['sports', 'diaries_&_daily_life', 'gaming']"
14902,.@GrantWahl What's with Euro soccer leagues having Europa League for 2nd-tier teams? And domestic cups? All sports have quirks. ,irony,not-offensive,anger,71.64591263773303,"['sports', 'news_&_social_concern', 'gaming']"
5817,@user I haven't order yet but i need it Tuesday if i order now how many days take to reach saudi arabia ? ,non_irony,not-offensive,anger,77.53899806062506,"['diaries_&_daily_life', 'travel_&_adventure', 'food_&_dining']"
995,Each of Yakub's family member will file mercy petitions at the gap of 13 days each.  ,irony,not-offensive,sadness,222.43891901063407,"['news_&_social_concern', 'sports', 'celebrity_&_pop_culture']"
34824,"Sunday talking about Shakespeare class at Oxford U. Go, Bard! Here is hall from Harry Potter ",irony,not-offensive,joy,-216.06090276452696,"['arts_&_culture', 'learning_&_educational', 'diaries_&_daily_life']"
24809,"Lol desperate AF! ""@UFCONFOX: Dana White confirms UFC going to Brisbane, Australia on March 19, 2016 #UFC193"" ",irony,not-offensive,anger,268.560862439304,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
16753,Gucci gob superego good hope december make clear the team yours physiological individual now raising upon grad... ,irony,not-offensive,joy,454.4352281974101,"['diaries_&_daily_life', 'celebrity_&_pop_culture', 'fashion_&_style']"
35338,"60 RTs &amp; I'll come to school dressed as Thor on April 30th, which is a Thorsday &amp; the day before the Avengers comes out. ",irony,not-offensive,joy,-11.091864584826034,"['film_tv_&_video', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
18256,Still I write my songs about the dream of mine.. Worth everything I may ever be #MTVStars Lady Gaga ,non_irony,not-offensive,joy,63.62800092889096,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
